DateTime,Junction,Vehicles,ID,temp,humidity,precip,windspeed,holiday
04-11-2015,1,26,20151104101,29.4,65.6,0,18.4,NA
04-11-2015,1,27,20151104111,29.4,65.6,0,18.4,NA
04-11-2015,1,31,20151104121,29.4,65.6,0,18.4,NA
04-11-2015,1,24,20151104131,29.4,65.6,0,18.4,NA
04-11-2015,1,23,20151104141,29.4,65.6,0,18.4,NA
04-11-2015,1,26,20151104151,29.4,65.6,0,18.4,NA
04-11-2015,1,26,20151104161,29.4,65.6,0,18.4,NA
04-11-2015,1,24,20151104171,29.4,65.6,0,18.4,NA
04-11-2015,1,23,20151104181,29.4,65.6,0,18.4,NA
04-11-2015,1,25,20151104191,29.4,65.6,0,18.4,NA
04-11-2015,1,26,20151104201,29.4,65.6,0,18.4,NA
04-11-2015,1,24,20151104211,29.4,65.6,0,18.4,NA
04-11-2015,1,26,20151104221,29.4,65.6,0,18.4,NA
04-11-2015,1,24,20151104231,29.4,65.6,0,18.4,NA
05-11-2015,1,19,20151105001,30.2,70.1,0,16.6,NA
05-11-2015,1,20,20151105011,30.2,70.1,0,16.6,NA
05-11-2015,1,18,20151105021,30.2,70.1,0,16.6,NA
05-11-2015,1,13,20151105031,30.2,70.1,0,16.6,NA
05-11-2015,1,13,20151105041,30.2,70.1,0,16.6,NA
05-11-2015,1,9,20151105051,30.2,70.1,0,16.6,NA
05-11-2015,1,12,20151105061,30.2,70.1,0,16.6,NA
05-11-2015,1,12,20151105071,30.2,70.1,0,16.6,NA
05-11-2015,1,15,20151105081,30.2,70.1,0,16.6,NA
05-11-2015,1,16,20151105091,30.2,70.1,0,16.6,NA
05-11-2015,1,23,20151105101,30.2,70.1,0,16.6,NA
05-11-2015,1,24,20151105111,30.2,70.1,0,16.6,NA
05-11-2015,1,25,20151105121,30.2,70.1,0,16.6,NA
05-11-2015,1,24,20151105131,30.2,70.1,0,16.6,NA
05-11-2015,1,26,20151105141,30.2,70.1,0,16.6,NA
05-11-2015,1,22,20151105151,30.2,70.1,0,16.6,NA
05-11-2015,1,20,20151105161,30.2,70.1,0,16.6,NA
05-11-2015,1,20,20151105171,30.2,70.1,0,16.6,NA
05-11-2015,1,22,20151105181,30.2,70.1,0,16.6,NA
05-11-2015,1,26,20151105191,30.2,70.1,0,16.6,NA
05-11-2015,1,22,20151105201,30.2,70.1,0,16.6,NA
05-11-2015,1,21,20151105211,30.2,70.1,0,16.6,NA
05-11-2015,1,21,20151105221,30.2,70.1,0,16.6,NA
05-11-2015,1,21,20151105231,30.2,70.1,0,16.6,NA
06-11-2015,1,16,20151106001,30.8,61.5,0,18,NA
06-11-2015,1,18,20151106011,30.8,61.5,0,18,NA
06-11-2015,1,19,20151106021,30.8,61.5,0,18,NA
06-11-2015,1,14,20151106031,30.8,61.5,0,18,NA
06-11-2015,1,12,20151106041,30.8,61.5,0,18,NA
06-11-2015,1,13,20151106051,30.8,61.5,0,18,NA
06-11-2015,1,14,20151106061,30.8,61.5,0,18,NA
06-11-2015,1,14,20151106071,30.8,61.5,0,18,NA
06-11-2015,1,13,20151106081,30.8,61.5,0,18,NA
06-11-2015,1,20,20151106091,30.8,61.5,0,18,NA
06-11-2015,1,22,20151106101,30.8,61.5,0,18,NA
06-11-2015,1,26,20151106111,30.8,61.5,0,18,NA
06-11-2015,1,26,20151106121,30.8,61.5,0,18,NA
06-11-2015,1,21,20151106131,30.8,61.5,0,18,NA
06-11-2015,1,23,20151106141,30.8,61.5,0,18,NA
06-11-2015,1,23,20151106151,30.8,61.5,0,18,NA
06-11-2015,1,19,20151106161,30.8,61.5,0,18,NA
06-11-2015,1,19,20151106171,30.8,61.5,0,18,NA
06-11-2015,1,20,20151106181,30.8,61.5,0,18,NA
06-11-2015,1,24,20151106191,30.8,61.5,0,18,NA
06-11-2015,1,18,20151106201,30.8,61.5,0,18,NA
06-11-2015,1,19,20151106211,30.8,61.5,0,18,NA
06-11-2015,1,16,20151106221,30.8,61.5,0,18,NA
06-11-2015,1,17,20151106231,30.8,61.5,0,18,NA
07-11-2015,1,16,20151107001,31,47.5,0,14.8,NA
07-11-2015,1,16,20151107011,31,47.5,0,14.8,NA
07-11-2015,1,10,20151107021,31,47.5,0,14.8,NA
07-11-2015,1,9,20151107031,31,47.5,0,14.8,NA
07-11-2015,1,8,20151107041,31,47.5,0,14.8,NA
07-11-2015,1,7,20151107051,31,47.5,0,14.8,NA
07-11-2015,1,9,20151107061,31,47.5,0,14.8,NA
07-11-2015,1,8,20151107071,31,47.5,0,14.8,NA
07-11-2015,1,12,20151107081,31,47.5,0,14.8,NA
07-11-2015,1,13,20151107091,31,47.5,0,14.8,NA
07-11-2015,1,17,20151107101,31,47.5,0,14.8,NA
07-11-2015,1,14,20151107111,31,47.5,0,14.8,NA
07-11-2015,1,14,20151107121,31,47.5,0,14.8,NA
07-11-2015,1,14,20151107131,31,47.5,0,14.8,NA
07-11-2015,1,14,20151107141,31,47.5,0,14.8,NA
07-11-2015,1,11,20151107151,31,47.5,0,14.8,NA
07-11-2015,1,15,20151107161,31,47.5,0,14.8,NA
07-11-2015,1,13,20151107171,31,47.5,0,14.8,NA
07-11-2015,1,12,20151107181,31,47.5,0,14.8,NA
07-11-2015,1,17,20151107191,31,47.5,0,14.8,NA
07-11-2015,1,18,20151107201,31,47.5,0,14.8,NA
07-11-2015,1,17,20151107211,31,47.5,0,14.8,NA
07-11-2015,1,16,20151107221,31,47.5,0,14.8,NA
07-11-2015,1,15,20151107231,31,47.5,0,14.8,NA
08-11-2015,1,13,20151108001,31.1,43.4,0,16.9,NA
08-11-2015,1,16,20151108011,31.1,43.4,0,16.9,NA
08-11-2015,1,11,20151108021,31.1,43.4,0,16.9,NA
08-11-2015,1,8,20151108031,31.1,43.4,0,16.9,NA
08-11-2015,1,10,20151108041,31.1,43.4,0,16.9,NA
08-11-2015,1,10,20151108051,31.1,43.4,0,16.9,NA
08-11-2015,1,10,20151108061,31.1,43.4,0,16.9,NA
08-11-2015,1,9,20151108071,31.1,43.4,0,16.9,NA
08-11-2015,1,11,20151108081,31.1,43.4,0,16.9,NA
08-11-2015,1,12,20151108091,31.1,43.4,0,16.9,NA
08-11-2015,1,18,20151108101,31.1,43.4,0,16.9,NA
08-11-2015,1,14,20151108111,31.1,43.4,0,16.9,NA
08-11-2015,1,17,20151108121,31.1,43.4,0,16.9,NA
08-11-2015,1,14,20151108131,31.1,43.4,0,16.9,NA
08-11-2015,1,14,20151108141,31.1,43.4,0,16.9,NA
08-11-2015,1,14,20151108151,31.1,43.4,0,16.9,NA
08-11-2015,1,12,20151108161,31.1,43.4,0,16.9,NA
08-11-2015,1,14,20151108171,31.1,43.4,0,16.9,NA
08-11-2015,1,18,20151108181,31.1,43.4,0,16.9,NA
08-11-2015,1,13,20151108191,31.1,43.4,0,16.9,NA
08-11-2015,1,16,20151108201,31.1,43.4,0,16.9,NA
08-11-2015,1,18,20151108211,31.1,43.4,0,16.9,NA
08-11-2015,1,14,20151108221,31.1,43.4,0,16.9,NA
08-11-2015,1,14,20151108231,31.1,43.4,0,16.9,NA
09-11-2015,1,13,20151109001,30.3,50.6,0,15.5,NA
09-11-2015,1,15,20151109011,30.3,50.6,0,15.5,NA
09-11-2015,1,11,20151109021,30.3,50.6,0,15.5,NA
09-11-2015,1,10,20151109031,30.3,50.6,0,15.5,NA
09-11-2015,1,9,20151109041,30.3,50.6,0,15.5,NA
09-11-2015,1,8,20151109051,30.3,50.6,0,15.5,NA
09-11-2015,1,8,20151109061,30.3,50.6,0,15.5,NA
09-11-2015,1,10,20151109071,30.3,50.6,0,15.5,NA
09-11-2015,1,11,20151109081,30.3,50.6,0,15.5,NA
09-11-2015,1,17,20151109091,30.3,50.6,0,15.5,NA
09-11-2015,1,19,20151109101,30.3,50.6,0,15.5,NA
09-11-2015,1,22,20151109111,30.3,50.6,0,15.5,NA
09-11-2015,1,23,20151109121,30.3,50.6,0,15.5,NA
09-11-2015,1,23,20151109131,30.3,50.6,0,15.5,NA
09-11-2015,1,24,20151109141,30.3,50.6,0,15.5,NA
09-11-2015,1,24,20151109151,30.3,50.6,0,15.5,NA
09-11-2015,1,19,20151109161,30.3,50.6,0,15.5,NA
09-11-2015,1,19,20151109171,30.3,50.6,0,15.5,NA
09-11-2015,1,20,20151109181,30.3,50.6,0,15.5,NA
09-11-2015,1,31,20151109191,30.3,50.6,0,15.5,NA
09-11-2015,1,25,20151109201,30.3,50.6,0,15.5,NA
09-11-2015,1,35,20151109211,30.3,50.6,0,15.5,NA
09-11-2015,1,21,20151109221,30.3,50.6,0,15.5,NA
09-11-2015,1,24,20151109231,30.3,50.6,0,15.5,NA
10-11-2015,1,19,20151110001,30,50.9,0,20.5,NA
10-11-2015,1,19,20151110011,30,50.9,0,20.5,NA
10-11-2015,1,18,20151110021,30,50.9,0,20.5,NA
10-11-2015,1,17,20151110031,30,50.9,0,20.5,NA
10-11-2015,1,12,20151110041,30,50.9,0,20.5,NA
10-11-2015,1,10,20151110051,30,50.9,0,20.5,NA
10-11-2015,1,14,20151110061,30,50.9,0,20.5,NA
10-11-2015,1,15,20151110071,30,50.9,0,20.5,NA
10-11-2015,1,14,20151110081,30,50.9,0,20.5,NA
10-11-2015,1,34,20151110091,30,50.9,0,20.5,NA
10-11-2015,1,40,20151110101,30,50.9,0,20.5,NA
10-11-2015,1,38,20151110111,30,50.9,0,20.5,NA
10-11-2015,1,36,20151110121,30,50.9,0,20.5,NA
10-11-2015,1,27,20151110131,30,50.9,0,20.5,NA
10-11-2015,1,48,20151110141,30,50.9,0,20.5,NA
10-11-2015,1,43,20151110151,30,50.9,0,20.5,NA
10-11-2015,1,41,20151110161,30,50.9,0,20.5,NA
10-11-2015,1,35,20151110171,30,50.9,0,20.5,NA
10-11-2015,1,40,20151110181,30,50.9,0,20.5,NA
10-11-2015,1,40,20151110191,30,50.9,0,20.5,NA
10-11-2015,1,40,20151110201,30,50.9,0,20.5,NA
10-11-2015,1,36,20151110211,30,50.9,0,20.5,NA
10-11-2015,1,37,20151110221,30,50.9,0,20.5,NA
10-11-2015,1,35,20151110231,30,50.9,0,20.5,NA
11-11-2015,1,28,20151111001,30.6,46,0,25.9,Diwali (Deepavali)
11-11-2015,1,25,20151111011,30.6,46,0,25.9,Diwali (Deepavali)
11-11-2015,1,19,20151111021,30.6,46,0,25.9,Diwali (Deepavali)
11-11-2015,1,21,20151111031,30.6,46,0,25.9,Diwali (Deepavali)
11-11-2015,1,20,20151111041,30.6,46,0,25.9,Diwali (Deepavali)
11-11-2015,1,15,20151111051,30.6,46,0,25.9,Diwali (Deepavali)
11-11-2015,1,17,20151111061,30.6,46,0,25.9,Diwali (Deepavali)
11-11-2015,1,14,20151111071,30.6,46,0,25.9,Diwali (Deepavali)
11-11-2015,1,19,20151111081,30.6,46,0,25.9,Diwali (Deepavali)
11-11-2015,1,22,20151111091,30.6,46,0,25.9,Diwali (Deepavali)
11-11-2015,1,30,20151111101,30.6,46,0,25.9,Diwali (Deepavali)
11-11-2015,1,26,20151111111,30.6,46,0,25.9,Diwali (Deepavali)
11-11-2015,1,26,20151111121,30.6,46,0,25.9,Diwali (Deepavali)
11-11-2015,1,23,20151111131,30.6,46,0,25.9,Diwali (Deepavali)
11-11-2015,1,23,20151111141,30.6,46,0,25.9,Diwali (Deepavali)
11-11-2015,1,24,20151111151,30.6,46,0,25.9,Diwali (Deepavali)
11-11-2015,1,22,20151111161,30.6,46,0,25.9,Diwali (Deepavali)
11-11-2015,1,24,20151111171,30.6,46,0,25.9,Diwali (Deepavali)
11-11-2015,1,26,20151111181,30.6,46,0,25.9,Diwali (Deepavali)
11-11-2015,1,27,20151111191,30.6,46,0,25.9,Diwali (Deepavali)
11-11-2015,1,22,20151111201,30.6,46,0,25.9,Diwali (Deepavali)
11-11-2015,1,23,20151111211,30.6,46,0,25.9,Diwali (Deepavali)
11-11-2015,1,22,20151111221,30.6,46,0,25.9,Diwali (Deepavali)
11-11-2015,1,22,20151111231,30.6,46,0,25.9,Diwali (Deepavali)
12-11-2015,1,22,20151112001,31.2,43.6,0,22.3,Diwali (Bhai Dooj)
12-11-2015,1,17,20151112011,31.2,43.6,0,22.3,Diwali (Bhai Dooj)
12-11-2015,1,15,20151112021,31.2,43.6,0,22.3,Diwali (Bhai Dooj)
12-11-2015,1,12,20151112031,31.2,43.6,0,22.3,Diwali (Bhai Dooj)
12-11-2015,1,13,20151112041,31.2,43.6,0,22.3,Diwali (Bhai Dooj)
12-11-2015,1,9,20151112051,31.2,43.6,0,22.3,Diwali (Bhai Dooj)
12-11-2015,1,14,20151112061,31.2,43.6,0,22.3,Diwali (Bhai Dooj)
12-11-2015,1,13,20151112071,31.2,43.6,0,22.3,Diwali (Bhai Dooj)
12-11-2015,1,15,20151112081,31.2,43.6,0,22.3,Diwali (Bhai Dooj)
12-11-2015,1,27,20151112091,31.2,43.6,0,22.3,Diwali (Bhai Dooj)
12-11-2015,1,39,20151112101,31.2,43.6,0,22.3,Diwali (Bhai Dooj)
12-11-2015,1,40,20151112111,31.2,43.6,0,22.3,Diwali (Bhai Dooj)
12-11-2015,1,36,20151112121,31.2,43.6,0,22.3,Diwali (Bhai Dooj)
12-11-2015,1,34,20151112131,31.2,43.6,0,22.3,Diwali (Bhai Dooj)
12-11-2015,1,33,20151112141,31.2,43.6,0,22.3,Diwali (Bhai Dooj)
12-11-2015,1,28,20151112151,31.2,43.6,0,22.3,Diwali (Bhai Dooj)
12-11-2015,1,30,20151112161,31.2,43.6,0,22.3,Diwali (Bhai Dooj)
12-11-2015,1,26,20151112171,31.2,43.6,0,22.3,Diwali (Bhai Dooj)
12-11-2015,1,30,20151112181,31.2,43.6,0,22.3,Diwali (Bhai Dooj)
12-11-2015,1,35,20151112191,31.2,43.6,0,22.3,Diwali (Bhai Dooj)
12-11-2015,1,38,20151112201,31.2,43.6,0,22.3,Diwali (Bhai Dooj)
12-11-2015,1,34,20151112211,31.2,43.6,0,22.3,Diwali (Bhai Dooj)
12-11-2015,1,30,20151112221,31.2,43.6,0,22.3,Diwali (Bhai Dooj)
12-11-2015,1,27,20151112231,31.2,43.6,0,22.3,Diwali (Bhai Dooj)
13-11-2015,1,24,20151113001,30.6,49.5,0,20.5,NA
13-11-2015,1,21,20151113011,30.6,49.5,0,20.5,NA
13-11-2015,1,16,20151113021,30.6,49.5,0,20.5,NA
13-11-2015,1,16,20151113031,30.6,49.5,0,20.5,NA
13-11-2015,1,13,20151113041,30.6,49.5,0,20.5,NA
13-11-2015,1,11,20151113051,30.6,49.5,0,20.5,NA
13-11-2015,1,13,20151113061,30.6,49.5,0,20.5,NA
13-11-2015,1,15,20151113071,30.6,49.5,0,20.5,NA
13-11-2015,1,17,20151113081,30.6,49.5,0,20.5,NA
13-11-2015,1,18,20151113091,30.6,49.5,0,20.5,NA
13-11-2015,1,24,20151113101,30.6,49.5,0,20.5,NA
13-11-2015,1,41,20151113111,30.6,49.5,0,20.5,NA
13-11-2015,1,29,20151113121,30.6,49.5,0,20.5,NA
13-11-2015,1,25,20151113131,30.6,49.5,0,20.5,NA
13-11-2015,1,25,20151113141,30.6,49.5,0,20.5,NA
13-11-2015,1,26,20151113151,30.6,49.5,0,20.5,NA
13-11-2015,1,25,20151113161,30.6,49.5,0,20.5,NA
13-11-2015,1,24,20151113171,30.6,49.5,0,20.5,NA
13-11-2015,1,26,20151113181,30.6,49.5,0,20.5,NA
13-11-2015,1,24,20151113191,30.6,49.5,0,20.5,NA
13-11-2015,1,28,20151113201,30.6,49.5,0,20.5,NA
13-11-2015,1,22,20151113211,30.6,49.5,0,20.5,NA
13-11-2015,1,23,20151113221,30.6,49.5,0,20.5,NA
13-11-2015,1,18,20151113231,30.6,49.5,0,20.5,NA
14-11-2015,1,21,20151114001,29.9,51.6,0,16.6,NA
14-11-2015,1,20,20151114011,29.9,51.6,0,16.6,NA
14-11-2015,1,15,20151114021,29.9,51.6,0,16.6,NA
14-11-2015,1,13,20151114031,29.9,51.6,0,16.6,NA
14-11-2015,1,10,20151114041,29.9,51.6,0,16.6,NA
14-11-2015,1,10,20151114051,29.9,51.6,0,16.6,NA
14-11-2015,1,12,20151114061,29.9,51.6,0,16.6,NA
14-11-2015,1,9,20151114071,29.9,51.6,0,16.6,NA
14-11-2015,1,11,20151114081,29.9,51.6,0,16.6,NA
14-11-2015,1,15,20151114091,29.9,51.6,0,16.6,NA
14-11-2015,1,16,20151114101,29.9,51.6,0,16.6,NA
14-11-2015,1,16,20151114111,29.9,51.6,0,16.6,NA
14-11-2015,1,12,20151114121,29.9,51.6,0,16.6,NA
14-11-2015,1,11,20151114131,29.9,51.6,0,16.6,NA
14-11-2015,1,14,20151114141,29.9,51.6,0,16.6,NA
14-11-2015,1,16,20151114151,29.9,51.6,0,16.6,NA
14-11-2015,1,18,20151114161,29.9,51.6,0,16.6,NA
14-11-2015,1,13,20151114171,29.9,51.6,0,16.6,NA
14-11-2015,1,17,20151114181,29.9,51.6,0,16.6,NA
14-11-2015,1,15,20151114191,29.9,51.6,0,16.6,NA
14-11-2015,1,19,20151114201,29.9,51.6,0,16.6,NA
14-11-2015,1,15,20151114211,29.9,51.6,0,16.6,NA
14-11-2015,1,19,20151114221,29.9,51.6,0,16.6,NA
14-11-2015,1,15,20151114231,29.9,51.6,0,16.6,NA
15-11-2015,1,15,20151115001,30.2,50.3,0,20.5,NA
15-11-2015,1,13,20151115011,30.2,50.3,0,20.5,NA
15-11-2015,1,14,20151115021,30.2,50.3,0,20.5,NA
15-11-2015,1,10,20151115031,30.2,50.3,0,20.5,NA
15-11-2015,1,8,20151115041,30.2,50.3,0,20.5,NA
15-11-2015,1,9,20151115051,30.2,50.3,0,20.5,NA
15-11-2015,1,9,20151115061,30.2,50.3,0,20.5,NA
15-11-2015,1,9,20151115071,30.2,50.3,0,20.5,NA
15-11-2015,1,9,20151115081,30.2,50.3,0,20.5,NA
15-11-2015,1,16,20151115091,30.2,50.3,0,20.5,NA
15-11-2015,1,18,20151115101,30.2,50.3,0,20.5,NA
15-11-2015,1,18,20151115111,30.2,50.3,0,20.5,NA
15-11-2015,1,17,20151115121,30.2,50.3,0,20.5,NA
15-11-2015,1,18,20151115131,30.2,50.3,0,20.5,NA
15-11-2015,1,14,20151115141,30.2,50.3,0,20.5,NA
15-11-2015,1,15,20151115151,30.2,50.3,0,20.5,NA
15-11-2015,1,13,20151115161,30.2,50.3,0,20.5,NA
15-11-2015,1,15,20151115171,30.2,50.3,0,20.5,NA
15-11-2015,1,19,20151115181,30.2,50.3,0,20.5,NA
15-11-2015,1,18,20151115191,30.2,50.3,0,20.5,NA
15-11-2015,1,21,20151115201,30.2,50.3,0,20.5,NA
15-11-2015,1,17,20151115211,30.2,50.3,0,20.5,NA
15-11-2015,1,17,20151115221,30.2,50.3,0,20.5,NA
15-11-2015,1,15,20151115231,30.2,50.3,0,20.5,NA
16-11-2015,1,17,20151116001,30.1,48.7,0,18.4,NA
16-11-2015,1,14,20151116011,30.1,48.7,0,18.4,NA
16-11-2015,1,13,20151116021,30.1,48.7,0,18.4,NA
16-11-2015,1,15,20151116031,30.1,48.7,0,18.4,NA
16-11-2015,1,12,20151116041,30.1,48.7,0,18.4,NA
16-11-2015,1,12,20151116051,30.1,48.7,0,18.4,NA
16-11-2015,1,13,20151116061,30.1,48.7,0,18.4,NA
16-11-2015,1,14,20151116071,30.1,48.7,0,18.4,NA
16-11-2015,1,13,20151116081,30.1,48.7,0,18.4,NA
16-11-2015,1,16,20151116091,30.1,48.7,0,18.4,NA
16-11-2015,1,26,20151116101,30.1,48.7,0,18.4,NA
16-11-2015,1,21,20151116111,30.1,48.7,0,18.4,NA
16-11-2015,1,26,20151116121,30.1,48.7,0,18.4,NA
16-11-2015,1,24,20151116131,30.1,48.7,0,18.4,NA
16-11-2015,1,26,20151116141,30.1,48.7,0,18.4,NA
16-11-2015,1,22,20151116151,30.1,48.7,0,18.4,NA
16-11-2015,1,24,20151116161,30.1,48.7,0,18.4,NA
16-11-2015,1,26,20151116171,30.1,48.7,0,18.4,NA
16-11-2015,1,23,20151116181,30.1,48.7,0,18.4,NA
16-11-2015,1,29,20151116191,30.1,48.7,0,18.4,NA
16-11-2015,1,31,20151116201,30.1,48.7,0,18.4,NA
16-11-2015,1,27,20151116211,30.1,48.7,0,18.4,NA
16-11-2015,1,27,20151116221,30.1,48.7,0,18.4,NA
16-11-2015,1,26,20151116231,30.1,48.7,0,18.4,NA
17-11-2015,1,23,20151117001,30.2,44.4,0,16.6,NA
17-11-2015,1,21,20151117011,30.2,44.4,0,16.6,NA
17-11-2015,1,19,20151117021,30.2,44.4,0,16.6,NA
17-11-2015,1,16,20151117031,30.2,44.4,0,16.6,NA
17-11-2015,1,11,20151117041,30.2,44.4,0,16.6,NA
17-11-2015,1,11,20151117051,30.2,44.4,0,16.6,NA
17-11-2015,1,15,20151117061,30.2,44.4,0,16.6,NA
17-11-2015,1,12,20151117071,30.2,44.4,0,16.6,NA
17-11-2015,1,12,20151117081,30.2,44.4,0,16.6,NA
17-11-2015,1,18,20151117091,30.2,44.4,0,16.6,NA
17-11-2015,1,31,20151117101,30.2,44.4,0,16.6,NA
17-11-2015,1,42,20151117111,30.2,44.4,0,16.6,NA
17-11-2015,1,37,20151117121,30.2,44.4,0,16.6,NA
17-11-2015,1,30,20151117131,30.2,44.4,0,16.6,NA
17-11-2015,1,33,20151117141,30.2,44.4,0,16.6,NA
17-11-2015,1,28,20151117151,30.2,44.4,0,16.6,NA
17-11-2015,1,29,20151117161,30.2,44.4,0,16.6,NA
17-11-2015,1,28,20151117171,30.2,44.4,0,16.6,NA
17-11-2015,1,28,20151117181,30.2,44.4,0,16.6,NA
17-11-2015,1,31,20151117191,30.2,44.4,0,16.6,NA
17-11-2015,1,28,20151117201,30.2,44.4,0,16.6,NA
17-11-2015,1,26,20151117211,30.2,44.4,0,16.6,NA
17-11-2015,1,26,20151117221,30.2,44.4,0,16.6,NA
17-11-2015,1,27,20151117231,30.2,44.4,0,16.6,NA
18-11-2015,1,24,20151118001,29.7,42.2,0,20.5,NA
18-11-2015,1,23,20151118011,29.7,42.2,0,20.5,NA
18-11-2015,1,20,20151118021,29.7,42.2,0,20.5,NA
18-11-2015,1,19,20151118031,29.7,42.2,0,20.5,NA
